iter,scenario,elapsed,user,sys,CPU
32,create_ns_real,0.064695520,0.012549000,0.011827000,0.000
33,ns_clear,1.215888118,0.005492000,0.007715000,0.010
33,scp_ckpt,1.641898826,0.006883000,0.005381000,0.007
33,create_ns,0.545462991,0.009238000,0.002566000,0.020
33,clear_arp,0.085381647,0.015499000,0.030176000,0.000
33,ns_clear_real,0.385837822,0.013460000,0.022103000,0.000
33,scp_ckpt_real,1.138544580,0.051155000,0.017240000,0.001
33,create_ns_real,0.071621823,0.011974000,0.006112000,0.000
34,ns_clear,0.958249877,0.009598000,0.003696000,0.013
34,scp_ckpt,1.668120792,0.008193000,0.004327000,0.007
34,create_ns,0.540378383,0.007800000,0.005560000,0.024
34,clear_arp,0.086777802,0.023503000,0.021720000,0.000
34,ns_clear_real,0.104677041,0.013142000,0.019569000,0.000
34,scp_ckpt_real,1.163831579,0.046971000,0.035291000,0.001
34,create_ns_real,0.058165181,0.003843000,0.016588000,0.000
35,ns_clear,0.984034912,0.005759000,0.008333000,0.014
35,scp_ckpt,1.655084617,0.007193000,0.005728000,0.007
35,create_ns,0.517813991,0.012528000,0.001415000,0.026
35,clear_arp,0.084721404,0.019850000,0.027014000,0.000
35,ns_clear_real,0.107788673,0.012036000,0.018780000,0.000
35,scp_ckpt_real,1.164572359,0.046926000,0.023740000,0.001
35,create_ns_real,0.058854360,0.009952000,0.007560000,0.000
36,ns_clear,0.963234532,0.006244000,0.008280000,0.014
36,scp_ckpt,1.594581381,0.007557000,0.005419000,0.008
36,create_ns,0.570637249,0.007475000,0.005737000,0.022
36,clear_arp,0.087186382,0.015849000,0.031635000,0.000
36,ns_clear_real,0.109958141,0.012509000,0.018554000,0.000
36,scp_ckpt_real,1.089348054,0.042612000,0.035826000,0.001
36,create_ns_real,0.068915495,0.017631000,0.001606000,0.000
37,ns_clear,0.931788202,0.001808000,0.012349000,0.014
37,scp_ckpt,1.668428772,0.001789000,0.011335000,0.007
37,create_ns,0.538944289,0.007101000,0.005427000,0.022
37,clear_arp,0.083473472,0.025731000,0.017131000,0.000
37,ns_clear_real,0.102198267,0.009542000,0.023721000,0.000
37,scp_ckpt_real,1.165079996,0.044156000,0.027918000,0.001
37,create_ns_real,0.060387408,0.016021000,0.001777000,0.000
38,ns_clear,1.032933152,0.014040000,0.000000000,0.013
38,scp_ckpt,1.715431924,0.010223000,0.002917000,0.007
38,create_ns,0.532927813,0.005744000,0.007241000,0.023
38,clear_arp,0.083215197,0.014783000,0.029842000,0.000
38,ns_clear_real,0.117011773,0.009433000,0.024988000,0.000
38,scp_ckpt_real,1.228821933,0.039922000,0.033305000,0.001
38,create_ns_real,0.058138868,0.013604000,0.004051000,0.000
39,ns_clear,0.928822712,0.014158000,0.000000000,0.014
39,scp_ckpt,1.602037006,0.008704000,0.004648000,0.008
39,create_ns,0.534560945,0.007883000,0.006246000,0.025
39,clear_arp,0.086490797,0.025676000,0.022426000,0.000
39,ns_clear_real,0.115639227,0.014657000,0.020349000,0.000
39,scp_ckpt_real,1.113361561,0.042895000,0.027773000,0.001
39,create_ns_real,0.061980033,0.011751000,0.006259000,0.000
40,ns_clear,0.949414508,0.008012000,0.005904000,0.014
40,scp_ckpt,1.633039901,0.007829000,0.005851000,0.008
40,create_ns,0.531198101,0.000000000,0.013371000,0.024
40,clear_arp,0.127481060,0.016417000,0.026475000,0.000
40,ns_clear_real,0.116013622,0.013805000,0.021530000,0.000
40,scp_ckpt_real,1.145304596,0.048895000,0.030145000,0.001
40,create_ns_real,0.061206013,0.014242000,0.003576000,0.000
41,ns_clear,0.936316677,0.007668000,0.005584000,0.013
41,scp_ckpt,1.599679328,0.006151000,0.009132000,0.009
41,create_ns,0.540286401,0.001576000,0.010501000,0.021
41,clear_arp,0.088890254,0.026311000,0.016676000,0.000
41,ns_clear_real,0.115542278,0.013569000,0.018177000,0.000
41,scp_ckpt_real,1.112435476,0.044494000,0.024907000,0.001
41,create_ns_real,0.056081847,0.011653000,0.006336000,0.000
42,ns_clear,0.931539001,0.012014000,0.001740000,0.014
42,scp_ckpt,1.644156669,0.012825000,0.001899000,0.009
42,create_ns,0.526310748,0.008997000,0.004622000,0.024
42,clear_arp,0.083256444,0.022605000,0.020409000,0.000
42,ns_clear_real,0.103314947,0.019354000,0.008302000,0.000
42,scp_ckpt_real,1.154715343,0.044423000,0.025698000,0.001
42,create_ns_real,0.059884108,0.008689000,0.009009000,0.000
43,ns_clear,0.933784352,0.013823000,0.000000000,0.014
43,scp_ckpt,1.574776012,0.011142000,0.002195000,0.008
43,create_ns,0.523563076,0.010815000,0.002222000,0.023
43,clear_arp,0.087941609,0.017811000,0.028261000,0.000
43,ns_clear_real,0.105151221,0.009938000,0.019321000,0.000
43,scp_ckpt_real,1.082309040,0.048145000,0.021286000,0.001
43,create_ns_real,0.058784828,0.013880000,0.003969000,0.000
44,ns_clear,0.949310118,0.005754000,0.008213000,0.014
44,scp_ckpt,1.605765355,0.001602000,0.011322000,0.008
44,create_ns,0.518384916,0.012439000,0.000000000,0.023
44,clear_arp,0.087315832,0.015758000,0.033099000,0.000
44,ns_clear_real,0.120799191,0.015404000,0.017043000,0.000
44,scp_ckpt_real,1.112083654,0.048566000,0.032479000,0.001
44,create_ns_real,0.050180952,0.008905000,0.008901000,0.000
45,ns_clear,0.916122118,0.007571000,0.005972000,0.014
45,scp_ckpt,1.670948036,0.012317000,0.000000000,0.007
45,create_ns,0.536126465,0.001350000,0.010267000,0.021
45,clear_arp,0.089595394,0.025189000,0.024300000,0.000
45,ns_clear_real,0.101034904,0.010169000,0.018025000,0.000
45,scp_ckpt_real,1.180872981,0.048742000,0.030835000,0.001
45,create_ns_real,0.066232556,0.007063000,0.010945000,0.000
46,ns_clear,0.968945746,0.010776000,0.004778000,0.015
46,scp_ckpt,1.585682664,0.001221000,0.010424000,0.007
46,create_ns,0.528100611,0.001236000,0.010382000,0.021
46,clear_arp,0.084692283,0.016206000,0.027639000,0.000
46,ns_clear_real,0.118417024,0.016253000,0.016882000,0.000
46,scp_ckpt_real,1.097639508,0.039905000,0.035703000,0.001
46,create_ns_real,0.056463533,0.009760000,0.007961000,0.000
47,ns_clear,1.182063859,0.009055000,0.003695000,0.010
47,scp_ckpt,1.647361582,0.013600000,0.000000000,0.008
47,create_ns,0.529179743,0.005497000,0.006835000,0.022
47,clear_arp,0.085333130,0.018069000,0.024538000,0.000
47,ns_clear_real,0.364522800,0.020113000,0.015843000,0.000
47,scp_ckpt_real,1.150229966,0.052738000,0.015940000,0.001
47,create_ns_real,0.063081072,0.010898000,0.006693000,0.000
48,ns_clear,0.938809877,0.012400000,0.000000000,0.013
48,scp_ckpt,1.781206104,0.006795000,0.005362000,0.007
48,create_ns,0.531630023,0.010687000,0.001370000,0.022
48,clear_arp,0.083256265,0.021991000,0.021220000,0.000
48,ns_clear_real,0.108742186,0.009132000,0.020170000,0.000
48,scp_ckpt_real,1.282031637,0.052819000,0.019454000,0.001
48,create_ns_real,0.066044405,0.012873000,0.004986000,0.000
49,ns_clear,1.193653211,0.001417000,0.011360000,0.010
49,scp_ckpt,1.828873465,0.012618000,0.000000000,0.007
49,create_ns,0.581045729,0.012025000,0.000000000,0.020
49,clear_arp,0.086084091,0.030207000,0.016340000,0.000
49,ns_clear_real,0.388345508,0.012526000,0.017696000,0.000
49,scp_ckpt_real,1.340538963,0.040446000,0.030343000,0.001
49,create_ns_real,0.074741599,0.015909000,0.003071000,0.000
50,ns_clear,1.228846986,0.005786000,0.007636000,0.010
50,scp_ckpt,1.588041435,0.011502000,0.001794000,0.008
50,create_ns,0.510938980,0.010753000,0.001926000,0.024
50,clear_arp,0.135936820,0.024951000,0.026348000,0.000
50,ns_clear_real,0.374849398,0.014837000,0.019716000,0.000
50,scp_ckpt_real,1.095865381,0.049644000,0.037950000,0.001
50,create_ns_real,0.046170172,0.009318000,0.007950000,0.000
