iter,scenario,elapsed,user,sys,CPU
1,ns_clear,0.904774485,0.010779000,0.003058000,0.015
1,scp_ckpt,1.077155160,0.012782000,0.000000000,0.011
1,create_ns,0.488631937,0.013225000,0.000000000,0.026
1,clear_arp,0.064493387,0.028225000,0.017505000,0.000
1,ns_clear_real,0.332280861,0.016588000,0.015480000,0.000
1,scp_ckpt_real,0.561223903,0.006854000,0.020976000,0.002
1,create_ns_real,0.056138595,0.012701000,0.005533000,0.000
2,ns_clear,0.902437451,0.014092000,0.000000000,0.015
2,scp_ckpt,1.070061308,0.011348000,0.001430000,0.011
2,create_ns,0.486372017,0.009139000,0.003862000,0.026
2,clear_arp,0.070914449,0.023310000,0.027070000,0.000
2,ns_clear_real,0.346251248,0.016077000,0.020744000,0.000
2,scp_ckpt_real,0.629261455,0.020604000,0.012873000,0.001
2,create_ns_real,0.054857001,0.013206000,0.005075000,0.000
3,ns_clear,0.678963200,0.012230000,0.000000000,0.017
3,scp_ckpt,1.014228141,0.006688000,0.005303000,0.011
3,create_ns,0.483051356,0.008675000,0.003642000,0.024
3,clear_arp,0.059930730,0.025421000,0.017371000,0.000
3,ns_clear_real,0.074636925,0.014030000,0.018370000,0.000
3,scp_ckpt_real,0.570845595,0.024056000,0.002521000,0.002
3,create_ns_real,0.047220594,0.012797000,0.005221000,0.000
4,ns_clear,0.594883929,0.001395000,0.011962000,0.022
4,scp_ckpt,1.041435128,0.005882000,0.006758000,0.012
4,create_ns,0.473936530,0.012965000,0.000000000,0.026
4,clear_arp,0.065132496,0.021100000,0.021528000,0.000
4,ns_clear_real,0.067483386,0.015417000,0.013853000,0.000
4,scp_ckpt_real,0.603405742,0.019124000,0.008109000,0.002
4,create_ns_real,0.053057442,0.013670000,0.004016000,0.000
5,ns_clear,0.590873507,0.010207000,0.002913000,0.021
5,scp_ckpt,1.014464367,0.008013000,0.004496000,0.012
5,create_ns,0.485044206,0.009509000,0.002703000,0.024
5,clear_arp,0.065443325,0.021421000,0.020516000,0.000
5,ns_clear_real,0.063460145,0.007650000,0.017231000,0.000
5,scp_ckpt_real,0.572667444,0.018721000,0.007365000,0.002
5,create_ns_real,0.055649789,0.011249000,0.006823000,0.000
6,ns_clear,0.910306145,0.011913000,0.000000000,0.012
6,scp_ckpt,1.084528445,0.012662000,0.000000000,0.011
6,create_ns,0.463937065,0.009243000,0.002636000,0.025
6,clear_arp,0.068198325,0.023064000,0.024317000,0.000
6,ns_clear_real,0.357041249,0.014923000,0.017395000,0.000
6,scp_ckpt_real,0.634863661,0.029487000,0.010939000,0.002
6,create_ns_real,0.040490663,0.008581000,0.008479000,0.000
7,ns_clear,0.616859266,0.006652000,0.005265000,0.018
7,scp_ckpt,1.043229279,0.008440000,0.003541000,0.011
7,create_ns,0.488578145,0.006651000,0.005246000,0.023
7,clear_arp,0.064796976,0.026989000,0.016173000,0.000
7,ns_clear_real,0.068730088,0.018080000,0.010607000,0.000
7,scp_ckpt_real,0.597799455,0.015436000,0.008875000,0.002
7,create_ns_real,0.058130226,0.011533000,0.006324000,0.000
8,ns_clear,0.928922604,0.010090000,0.002846000,0.013
8,scp_ckpt,1.054096157,0.012119000,0.000000000,0.011
8,create_ns,0.498867195,0.010868000,0.001355000,0.024
8,clear_arp,0.068982063,0.014458000,0.030815000,0.000
8,ns_clear_real,0.356441882,0.014051000,0.017041000,0.000
8,scp_ckpt_real,0.601917826,0.022480000,0.004779000,0.002
8,create_ns_real,0.053596669,0.014359000,0.003158000,0.000
9,ns_clear,0.654745426,0.014047000,0.000000000,0.021
9,scp_ckpt,1.195134543,0.013195000,0.000000000,0.011
9,create_ns,0.491270613,0.005529000,0.008149000,0.027
9,clear_arp,0.075179301,0.015224000,0.032148000,0.000
9,ns_clear_real,0.073211861,0.013239000,0.017642000,0.000
9,scp_ckpt_real,0.675572672,0.023646000,0.008359000,0.001
9,create_ns_real,0.060675332,0.017894000,0.002944000,0.000
10,ns_clear,0.586150991,0.012520000,0.000000000,0.020
10,scp_ckpt,1.030174217,0.011269000,0.001660000,0.012
10,create_ns,0.492023850,0.001709000,0.011853000,0.026
10,clear_arp,0.067423259,0.023880000,0.021943000,0.000
10,ns_clear_real,0.081570779,0.012228000,0.018123000,0.000
10,scp_ckpt_real,0.583015459,0.022443000,0.003982000,0.002
10,create_ns_real,0.056856169,0.016179000,0.001018000,0.000
11,ns_clear,0.828115842,0.009539000,0.003862000,0.015
11,scp_ckpt,1.036382614,0.013378000,0.000000000,0.012
11,create_ns,0.483018776,0.013324000,0.000000000,0.026
11,clear_arp,0.069448680,0.020717000,0.023329000,0.000
11,ns_clear_real,0.345128978,0.017955000,0.017238000,0.000
11,scp_ckpt_real,0.579046720,0.023092000,0.003937000,0.002
11,create_ns_real,0.045991409,0.011509000,0.007227000,0.000
12,ns_clear,0.597473857,0.007106000,0.005451000,0.020
12,scp_ckpt,1.048389464,0.007468000,0.005716000,0.012
12,create_ns,0.487158641,0.008136000,0.004363000,0.024
12,clear_arp,0.064455405,0.011099000,0.032055000,0.000
12,ns_clear_real,0.082726656,0.010374000,0.023377000,0.000
12,scp_ckpt_real,0.589775174,0.009747000,0.015959000,0.002
12,create_ns_real,0.057720529,0.012116000,0.006217000,0.000
13,ns_clear,0.589573512,0.013826000,0.004117000,0.030
13,scp_ckpt,1.037848309,0.009185000,0.003945000,0.012
13,create_ns,0.477370587,0.007133000,0.005108000,0.025
13,clear_arp,0.077080290,0.027734000,0.015139000,0.000
13,ns_clear_real,0.062731922,0.012750000,0.008216000,0.000
13,scp_ckpt_real,0.600458028,0.018555000,0.008903000,0.001
13,create_ns_real,0.052179290,0.015826000,0.002771000,0.000
14,ns_clear,0.573065186,0.013475000,0.000000000,0.023
14,scp_ckpt,1.053904700,0.011987000,0.005324000,0.016
14,create_ns,0.479701445,0.011984000,0.000000000,0.024
14,clear_arp,0.071081028,0.018034000,0.027095000,0.000
14,ns_clear_real,0.060073670,0.007793000,0.017440000,0.000
14,scp_ckpt_real,0.601184750,0.006568000,0.021373000,0.002
14,create_ns_real,0.051449117,0.017584000,0.000000000,0.000
15,ns_clear,0.854260362,0.012574000,0.000000000,0.014
15,scp_ckpt,1.071008744,0.007425000,0.005959000,0.012
15,create_ns,0.484692988,0.012696000,0.000000000,0.025
15,clear_arp,0.099211580,0.023521000,0.023332000,0.000
15,ns_clear_real,0.336851773,0.014061000,0.017534000,0.000
15,scp_ckpt_real,0.624556306,0.026251000,0.006967000,0.002
15,create_ns_real,0.050145937,0.009286000,0.008782000,0.000
16,ns_clear,0.589151319,0.012405000,0.000000000,0.020
16,scp_ckpt,1.029141175,0.012821000,0.000000000,0.012
16,create_ns,0.475419473,0.001456000,0.010974000,0.025
16,clear_arp,0.065279864,0.023619000,0.018407000,0.000
16,ns_clear_real,0.047829732,0.003574000,0.022269000,0.000
16,scp_ckpt_real,0.572820294,0.018535000,0.008551000,0.002
16,create_ns_real,0.049127567,0.013849000,0.004446000,0.000
17,ns_clear,0.627254501,0.007379000,0.005973000,0.020
17,scp_ckpt,1.101307401,0.007086000,0.004924000,0.010
17,create_ns,0.487719076,0.006262000,0.004951000,0.022
17,clear_arp,0.062130826,0.025050000,0.018163000,0.000
17,ns_clear_real,0.076173824,0.013590000,0.014642000,0.000
17,scp_ckpt_real,0.647510009,0.027513000,0.008856000,0.002
17,create_ns_real,0.048665856,0.012707000,0.005340000,0.000
18,ns_clear,0.604601293,0.011929000,0.000000000,0.019
18,scp_ckpt,1.179556420,0.011376000,0.000000000,0.009
18,create_ns,0.506063440,0.006496000,0.005239000,0.022
18,clear_arp,0.066737231,0.025182000,0.016452000,0.000
18,ns_clear_real,0.064012836,0.012041000,0.014868000,0.000
18,scp_ckpt_real,0.672973662,0.016006000,0.020801000,0.001
18,create_ns_real,0.055750276,0.015393000,0.004922000,0.000
19,ns_clear,0.604151356,0.012040000,0.000000000,0.019
19,scp_ckpt,1.157316984,0.001401000,0.010615000,0.010
19,create_ns,0.501631569,0.013110000,0.000000000,0.025
19,clear_arp,0.073721782,0.029198000,0.018057000,0.000
19,ns_clear_real,0.077168057,0.017507000,0.013509000,0.000
19,scp_ckpt_real,0.700809197,0.029791000,0.009646000,0.001
19,create_ns_real,0.062749942,0.010573000,0.007740000,0.000
20,ns_clear,0.583262190,0.012216000,0.000000000,0.020
20,scp_ckpt,1.054912470,0.008460000,0.003512000,0.011
20,create_ns,0.489363129,0.012136000,0.000000000,0.024
20,clear_arp,0.067288709,0.019864000,0.026019000,0.000
20,ns_clear_real,0.059986105,0.015452000,0.011798000,0.000
20,scp_ckpt_real,0.604240738,0.017899000,0.015435000,0.002
20,create_ns_real,0.049312604,0.012572000,0.005111000,0.000
21,ns_clear,0.589607609,0.009356000,0.003883000,0.021
21,scp_ckpt,1.024925265,0.009549000,0.003973000,0.012
21,create_ns,0.474418852,0.007918000,0.006395000,0.029
21,clear_arp,0.065329933,0.028442000,0.016885000,0.000
21,ns_clear_real,0.075479400,0.009961000,0.022541000,0.000
21,scp_ckpt_real,0.578267514,0.021536000,0.005065000,0.002
21,create_ns_real,0.047036558,0.009030000,0.008814000,0.000
22,ns_clear,0.621637526,0.014627000,0.000000000,0.022
22,scp_ckpt,1.104619405,0.009832000,0.003951000,0.012
22,create_ns,0.473355377,0.013223000,0.000000000,0.026
22,clear_arp,0.067812362,0.025775000,0.019286000,0.000
22,ns_clear_real,0.068653949,0.019882000,0.010569000,0.000
22,scp_ckpt_real,0.654918698,0.027866000,0.007710000,0.001
22,create_ns_real,0.051039873,0.013316000,0.003793000,0.000
23,ns_clear,0.586799431,0.007595000,0.005650000,0.021
23,scp_ckpt,1.062874969,0.007510000,0.005805000,0.012
23,create_ns,0.487222018,0.005501000,0.007456000,0.025
23,clear_arp,0.070519206,0.013059000,0.032543000,0.000
23,ns_clear_real,0.057041054,0.014795000,0.004905000,0.000
23,scp_ckpt_real,0.602931873,0.012459000,0.015548000,0.002
23,create_ns_real,0.062818495,0.010207000,0.008216000,0.000
24,ns_clear,0.604443349,0.013348000,0.000000000,0.021
24,scp_ckpt,1.044430883,0.005270000,0.006902000,0.011
24,create_ns,0.498143148,0.007438000,0.005718000,0.025
24,clear_arp,0.059871710,0.033094000,0.007256000,0.000
24,ns_clear_real,0.070514886,0.012510000,0.011110000,0.000
24,scp_ckpt_real,0.598748861,0.018882000,0.008832000,0.002
24,create_ns_real,0.057003591,0.015038000,0.002697000,0.000
25,ns_clear,0.597173538,0.008019000,0.006406000,0.023
25,scp_ckpt,1.162916857,0.011246000,0.002467000,0.011
25,create_ns,0.490158806,0.011469000,0.001438000,0.025
25,clear_arp,0.073733109,0.022036000,0.021673000,0.000
25,ns_clear_real,0.067359995,0.015672000,0.015679000,0.000
25,scp_ckpt_real,0.708224663,0.016178000,0.017070000,0.001
25,create_ns_real,0.057310250,0.012273000,0.005673000,0.000
26,ns_clear,0.605777386,0.011990000,0.000000000,0.019
26,scp_ckpt,1.096706412,0.011939000,0.000000000,0.010
26,create_ns,0.488046248,0.001328000,0.010769000,0.024
26,clear_arp,0.063322879,0.014809000,0.026975000,0.000
26,ns_clear_real,0.069008610,0.011104000,0.017087000,0.000
26,scp_ckpt_real,0.650444382,0.023627000,0.008220000,0.002
26,create_ns_real,0.052049060,0.013034000,0.007921000,0.000
27,ns_clear,0.904137996,0.001447000,0.011719000,0.014
27,scp_ckpt,1.081135263,0.012658000,0.000000000,0.011
27,create_ns,0.499210608,0.009144000,0.004576000,0.026
27,clear_arp,0.069483786,0.029183000,0.015463000,0.000
27,ns_clear_real,0.333939495,0.017094000,0.013229000,0.000
27,scp_ckpt_real,0.601758548,0.012860000,0.011687000,0.002
27,create_ns_real,0.055314669,0.008145000,0.009521000,0.000
28,ns_clear,0.614467396,0.007074000,0.005386000,0.019
28,scp_ckpt,1.037686647,0.012643000,0.000000000,0.011
28,create_ns,0.488710072,0.012353000,0.000000000,0.024
28,clear_arp,0.067949437,0.015667000,0.030470000,0.000
28,ns_clear_real,0.074800197,0.011519000,0.015452000,0.000
28,scp_ckpt_real,0.591184213,0.013732000,0.011849000,0.002
28,create_ns_real,0.050211350,0.014263000,0.003155000,0.000
29,ns_clear,0.891235624,0.001610000,0.010683000,0.013
29,scp_ckpt,1.121355671,0.008711000,0.003548000,0.010
29,create_ns,0.481472680,0.005370000,0.007158000,0.024
29,clear_arp,0.068458583,0.030141000,0.012097000,0.000
29,ns_clear_real,0.364840222,0.007574000,0.026435000,0.000
29,scp_ckpt_real,0.656181747,0.009912000,0.025429000,0.001
29,create_ns_real,0.048062346,0.009214000,0.008637000,0.000
30,ns_clear,0.592896130,0.007637000,0.006079000,0.022
30,scp_ckpt,1.043537767,0.010398000,0.002998000,0.012
30,create_ns,0.488791924,0.007810000,0.005986000,0.027
30,clear_arp,0.071249528,0.029318000,0.014494000,0.000
30,ns_clear_real,0.061296949,0.011345000,0.014247000,0.000
30,scp_ckpt_real,0.598353810,0.024966000,0.000000000,0.002
30,create_ns_real,0.054917573,0.010293000,0.007806000,0.000
31,ns_clear,0.590876188,0.012351000,0.000000000,0.020
31,scp_ckpt,1.019884031,0.011688000,0.000000000,0.011
31,create_ns,0.475420447,0.005817000,0.006725000,0.025
31,clear_arp,0.067019396,0.020717000,0.027317000,0.000
31,ns_clear_real,0.048489734,0.004626000,0.018828000,0.000
31,scp_ckpt_real,0.570830865,0.011060000,0.014725000,0.002
31,create_ns_real,0.049081021,0.015379000,0.003053000,0.000
32,ns_clear,0.648300650,0.007076000,0.005528000,0.019
32,scp_ckpt,1.024756999,0.012189000,0.000000000,0.011
32,create_ns,0.467538421,0.009507000,0.002723000,0.025
32,clear_arp,0.066302729,0.021979000,0.024956000,0.000
32,ns_clear_real,0.072078100,0.007313000,0.019722000,0.000
32,scp_ckpt_real,0.573505740,0.018925000,0.009854000,0.002
32,create_ns_real,0.043587772,0.012096000,0.004988000,0.000
33,ns_clear,0.616061014,0.009241000,0.003594000,0.020
33,scp_ckpt,1.117056551,0.013570000,0.000000000,0.012
33,create_ns,0.554951154,0.010098000,0.002906000,0.023
33,clear_arp,0.066989052,0.017379000,0.024902000,0.000
33,ns_clear_real,0.044212848,0.009026000,0.013095000,0.000
33,scp_ckpt_real,0.665421269,0.026437000,0.010480000,0.001
33,create_ns_real,0.051409677,0.017995000,0.002489000,0.000
34,ns_clear,0.598321367,0.012733000,0.000000000,0.020
34,scp_ckpt,1.106929373,0.008915000,0.003668000,0.011
34,create_ns,0.488962744,0.016617000,0.000000000,0.033
34,clear_arp,0.069323616,0.027161000,0.018727000,0.000
34,ns_clear_real,0.064234272,0.010772000,0.015356000,0.000
34,scp_ckpt_real,0.665355574,0.019444000,0.014942000,0.001
34,create_ns_real,0.055833852,0.014163000,0.003762000,0.000
35,ns_clear,0.644847428,0.009695000,0.003782000,0.019
35,scp_ckpt,1.031087841,0.006037000,0.008284000,0.013
35,create_ns,0.543965417,0.007257000,0.014794000,0.038
35,clear_arp,0.103458995,0.028131000,0.040040000,0.000
35,ns_clear_real,0.087685028,0.020463000,0.012540000,0.000
35,scp_ckpt_real,0.573249702,0.018816000,0.008801000,0.002
35,create_ns_real,0.057368119,0.014196000,0.005753000,0.000
36,ns_clear,0.580096874,0.009390000,0.003870000,0.022
36,scp_ckpt,1.039423395,0.007166000,0.005660000,0.012
36,create_ns,0.496461222,0.001422000,0.011165000,0.024
36,clear_arp,0.072668835,0.028135000,0.016393000,0.000
36,ns_clear_real,0.050646911,0.010998000,0.011284000,0.000
36,scp_ckpt_real,0.569236772,0.022435000,0.004891000,0.002
36,create_ns_real,0.065726219,0.012299000,0.006286000,0.000
37,ns_clear,0.931006330,0.012756000,0.000000000,0.013
37,scp_ckpt,1.054281842,0.006782000,0.005440000,0.011
37,create_ns,0.485615897,0.007022000,0.004791000,0.023
37,clear_arp,0.071950833,0.015958000,0.031027000,0.000
37,ns_clear_real,0.352873217,0.017894000,0.017066000,0.000
37,scp_ckpt_real,0.596309198,0.010973000,0.014481000,0.002
37,create_ns_real,0.048751442,0.015169000,0.002480000,0.000
38,ns_clear,0.591873111,0.007724000,0.005843000,0.022
38,scp_ckpt,1.118904243,0.007696000,0.005637000,0.011
38,create_ns,0.481580429,0.011162000,0.003102000,0.028
38,clear_arp,0.070390481,0.026505000,0.021200000,0.000
38,ns_clear_real,0.058440782,0.008976000,0.019566000,0.000
38,scp_ckpt_real,0.660118753,0.024508000,0.015236000,0.002
38,create_ns_real,0.051941215,0.012308000,0.006871000,0.000
39,ns_clear,0.937608616,0.012647000,0.000000000,0.013
39,scp_ckpt,1.065369157,0.012262000,0.000000000,0.011
39,create_ns,0.505630469,0.010421000,0.003969000,0.027
39,clear_arp,0.076252645,0.017062000,0.028574000,0.000
39,ns_clear_real,0.364378592,0.016520000,0.016521000,0.000
39,scp_ckpt_real,0.615329154,0.023191000,0.005047000,0.002
39,create_ns_real,0.071429476,0.014761000,0.005774000,0.000
40,ns_clear,0.628711920,0.010414000,0.002919000,0.020
40,scp_ckpt,1.050226577,0.014406000,0.000000000,0.013
40,create_ns,0.504261787,0.007249000,0.005097000,0.023
40,clear_arp,0.071409305,0.021810000,0.025685000,0.000
40,ns_clear_real,0.087416462,0.012700000,0.017084000,0.000
40,scp_ckpt_real,0.601051168,0.022252000,0.004009000,0.002
40,create_ns_real,0.050841032,0.013039000,0.006067000,0.000
41,ns_clear,0.621285035,0.012031000,0.005127000,0.026
41,scp_ckpt,1.055685921,0.011282000,0.006168000,0.016
41,create_ns,0.485110762,0.010565000,0.002843000,0.026
41,clear_arp,0.067393998,0.019845000,0.025625000,0.000
41,ns_clear_real,0.064080686,0.010919000,0.015993000,0.000
41,scp_ckpt_real,0.603249648,0.022437000,0.005668000,0.002
41,create_ns_real,0.056229696,0.008448000,0.008851000,0.000
42,ns_clear,0.586045617,0.011255000,0.001463000,0.021
42,scp_ckpt,1.064171092,0.007989000,0.004339000,0.011
42,create_ns,0.507540117,0.006860000,0.005584000,0.024
42,clear_arp,0.070720635,0.021493000,0.025410000,0.000
42,ns_clear_real,0.067213963,0.014366000,0.012347000,0.000
42,scp_ckpt_real,0.617982309,0.023535000,0.015551000,0.002
42,create_ns_real,0.085107004,0.014660000,0.004525000,0.000
43,ns_clear,0.609346767,0.012491000,0.000000000,0.019
43,scp_ckpt,1.032644743,0.009069000,0.003664000,0.012
43,create_ns,0.477454346,0.000000000,0.012192000,0.024
43,clear_arp,0.067883297,0.030053000,0.019942000,0.000
43,ns_clear_real,0.078694536,0.018531000,0.012450000,0.000
43,scp_ckpt_real,0.575239779,0.016845000,0.009814000,0.002
43,create_ns_real,0.051369009,0.008546000,0.009334000,0.000
44,ns_clear,0.617959907,0.012861000,0.000000000,0.020
44,scp_ckpt,1.103543313,0.007880000,0.005827000,0.012
