iter,socket,mss,start,end,bps
1,6,1000,9.300097,9.400089,610000482.682631
1,6,1000,9.400089,9.500091,634283325.4606211
1,6,1000,9.500091,9.600087,623176283.7588884
1,6,1000,9.600087,9.700087,600229751.0558797
1,6,1000,9.700087,9.800089,569471820.5537415
1,6,1000,9.800089,9.900091,572949511.0609398
1,6,1000,9.900091,10.000091,589164151.22077
1,6,1000,10.000091,10.10009,599761498.9485157
1,6,1000,10.10009,10.200061,594157927.308314
1,6,1000,10.200061,10.300072,585226833.5512036
1,6,1000,10.300072,10.400094,542569258.1897755
1,6,1000,10.400094,10.50009,568636502.4557893
1,6,1000,10.50009,10.600089,558186044.4879305
1,6,1000,10.600089,10.700089,565452151.5741063
1,6,1000,10.700089,10.800051,558234509.4130803
1,6,1000,10.800051,10.9001,540526840.7225865
1,6,1000,10.9001,11.000074,552158927.0423204
1,6,1000,11.000074,11.100071,512273613.81199324
1,6,1000,11.100071,11.200035,536479531.10399157
1,6,1000,11.200035,11.300089,516800590.63551277
1,6,1000,11.300089,11.400093,506309975.1867951
1,6,1000,11.400093,11.500143,505998189.0828004
1,6,1000,11.500143,11.600089,531989355.9442041
1,6,1000,11.600089,11.700041,498823768.38158256
1,6,1000,11.700041,11.800105,307900857.36272174
1,6,1000,11.800105,11.900089,437082103.4386019
1,6,1000,11.900089,12.000111,507167127.7398746
1,6,1000,12.000111,12.10009,500586411.6393263
1,6,1000,12.10009,12.200074,467280215.8483588
1,6,1000,12.200074,12.300091,473290083.10296464
1,6,1000,12.300091,12.400089,460733387.1815594
1,6,1000,12.400089,12.500092,475648466.6061958
1,6,1000,12.500092,12.60009,464685466.3304834
1,6,1000,12.60009,12.700092,480474558.9377091
1,6,1000,12.700092,12.80009,476936911.6921478
1,6,1000,12.80009,12.900088,463499842.5858062
1,6,1000,12.900088,13.000049,450545643.160268
1,6,1000,13.000049,13.100101,449424863.1514803
1,6,1000,13.100101,13.200091,450573044.6390582
1,6,1000,13.200091,13.300092,459296847.6381808
1,6,1000,13.300092,13.40009,455279517.95604426
1,6,1000,13.40009,13.500089,460807793.73614204
1,6,1000,13.500089,13.600099,457279711.25480425
1,6,1000,13.600099,13.700089,460058792.9472489
1,6,1000,13.700089,13.800106,444682467.46040773
1,6,1000,13.800106,13.900047,459177152.9481588
1,6,1000,13.900047,14.000089,449232760.3855719
1,6,1000,14.000089,14.100089,437486393.48094475
1,6,1000,14.100089,14.200089,444046713.38318837
1,6,1000,14.200089,14.30009,436691633.6604627
1,6,1000,14.30009,14.400088,451169355.6411633
1,6,1000,14.400088,14.50009,428704393.43282354
1,6,1000,14.50009,14.600109,446570189.56225294
1,6,1000,14.600109,14.700104,445491705.00479263
1,6,1000,14.700104,14.800107,445456091.35801256
1,6,1000,14.800107,14.900089,427129999.60960394
1,6,1000,14.900089,15.000113,423473727.1091673
1,6,1000,15.000113,15.10006,424432637.5329484
1,6,1000,15.10006,15.20009,434510617.5575761
1,6,1000,15.20009,15.300066,436247405.54823023
1,6,1000,15.300066,15.40009,436275134.79561716
1,6,1000,15.40009,15.500047,421701665.46821934
1,6,1000,15.500047,15.60009,449465295.35819566
1,6,1000,15.60009,15.700099999999999,419818497.4395991
1,6,1000,15.700099999999999,15.800069,429952806.9857033
1,6,1000,15.800069,15.900096,423144940.735068
1,6,1000,15.900096,16.000096,441675513.418522
1,6,1000,16.000096,16.100031,426065411.3331983
1,6,1000,16.100031,16.200094,431049703.1707489
1,6,1000,16.200094,16.300115,422696205.52142614
1,6,1000,16.300115,16.400038,448976753.26894194
1,6,1000,16.400038,16.500048,417289470.34658945
1,6,1000,16.500048,16.600078,438698481.30199355
1,6,1000,16.600078,16.700059,420809863.31341064
1,6,1000,16.700059,16.800092,434655603.165967
1,6,1000,16.800092,16.900088,432287049.1980417
1,6,1000,16.900088,17.000088,449658553.29956543
1,6,1000,17.000088,17.100089,429973300.8349171
1,6,1000,17.100089,17.200091,436687273.91525626
1,6,1000,17.200091,17.300048,424152959.6046369
1,6,1000,17.300048,17.40009,451681971.70670325
1,6,1000,17.40009,17.500105,422326413.1122567
1,6,1000,17.500105,17.600094,421329558.96479183
1,6,1000,17.600094,17.700082,430740654.8883902
1,6,1000,17.700082,17.800088,451054220.3214006
1,6,1000,17.800088,17.900102,424069265.5063609
1,6,1000,17.900102,18.000092,436028230.5664991
1,6,1000,18.000092,18.100104,428977655.8728851
1,6,1000,18.100104,18.20011,429872771.0404937
1,6,1000,18.20011,18.300089,439317544.13767153
1,6,1000,18.300089,18.400028,410863411.9445643
1,6,1000,18.400028,18.50009,440690941.43814987
1,6,1000,18.50009,18.600089,433617762.68207127
1,6,1000,18.600089,18.700128,429414937.4971444
1,6,1000,18.700128,18.800088,435921891.7083487
1,6,1000,18.800088,18.900047999999998,432996241.42842686
1,6,1000,18.900047999999998,19.000086,436451110.9732466
1,6,1000,19.000086,19.100085,428401070.67751116
1,6,1000,19.100085,19.200094,430571160.88193643
1,6,1000,19.200094,19.300086,426375871.91785824
1,6,1000,19.300086,19.400088,429494777.639005
1,6,1000,19.400088,19.50009,414635554.56279355
1,6,1000,19.50009,19.600085,432686585.02417225
1,6,1000,19.600085,19.700035,437388931.65022063
1,6,1000,19.700035,19.800087,427542161.95742863
1,6,1000,19.800087,19.900086,412197709.1481957
1,6,1000,19.900086,20.000096,442421677.08337265
2,6,1000,0,0.100072,102599092.29537988
2,6,1000,0.100072,0.200088,94200609.89319842
2,6,1000,0.200088,0.300083,96828839.35962933
2,6,1000,0.300083,0.400149,96049248.71275163
2,6,1000,0.400149,0.500075,96974799.09799945
2,6,1000,0.500075,0.60012,97017459.23580675
2,6,1000,0.60012,0.700083,95990074.49715629
2,6,1000,0.700083,0.800077,96513634.36768393
2,6,1000,0.800077,0.900077,96507838.56192113
2,6,1000,0.900077,1.000078,96743992.68785635
2,6,1000,1.000078,1.100085,96263983.84562047
2,6,1000,1.100085,1.20015,96445150.3096834
2,6,1000,1.20015,1.3000829999999999,93962476.34487824
2,6,1000,1.3000829999999999,1.4001160000000001,96476002.8114244
2,6,1000,1.4001160000000001,1.500096,96606204.4470432
2,6,1000,1.500096,1.60009,96434589.62209205
2,6,1000,1.60009,1.700061,99144915.61472066
2,6,1000,1.700061,1.8000880000000001,93874171.72609912
2,6,1000,1.8000880000000001,1.900084,96274570.47416617
2,6,1000,1.900084,2.000073,96834654.73393433
2,6,1000,2.000073,2.10008,96817225.13208956
2,6,1000,2.10008,2.200081,96111679.01015794
2,6,1000,2.200081,2.300072,96753666.67983711
2,6,1000,2.300072,2.400074,96268796.31290174
2,6,1000,2.400074,2.500102,96401806.7498887
2,6,1000,2.500102,2.6000769999999997,96611035.32710782
2,6,1000,2.6000769999999997,2.700104,96560806.27044876
2,6,1000,2.700104,2.80011,96423015.38323264
2,6,1000,2.80011,2.900076,96619733.56909503
2,6,1000,2.900076,3.000098,96407587.38589078
2,6,1000,3.000098,3.100077,96607169.14454465
2,6,1000,3.100077,3.200075,96430731.23374549
2,6,1000,3.200075,3.300097,96565632.61111355
2,6,1000,3.300097,3.400125,96401806.7498887
2,6,1000,3.400125,3.500112,93911728.31152484
2,6,1000,3.500112,3.600149,96235111.97561939
2,6,1000,3.600149,3.7001720000000002,96722712.39067581
2,6,1000,3.7001720000000002,3.800095,96740410.36784989
2,6,1000,3.800095,3.900077,96367105.22378442
2,6,1000,3.900077,4.000079,96347834.73351988
2,6,1000,4.000079,4.100072,96672689.07548258
2,6,1000,4.100072,4.200116,96544403.19620891
2,6,1000,4.200116,4.300159,96387354.60309346
2,6,1000,4.300159,4.400081,96583173.56006187
2,6,1000,4.400081,4.500079,96509772.81672397
2,6,1000,4.500079,4.600208,10419838.320771642
2,6,1000,4.600208,4.70024,0
2,6,1000,4.70024,4.800244,0
2,6,1000,4.800244,4.90023,0
2,6,1000,4.90023,5.000174,0
2,6,1000,5.000174,5.100173,0
2,6,1000,5.100173,5.200234,0
2,6,1000,5.200234,5.300232,0
2,6,1000,5.300232,5.4002,0
2,6,1000,5.4002,5.500198,0
2,6,1000,5.500198,5.600199,0
2,6,1000,5.600199,5.700188,0
2,6,1000,5.700188,5.8001819999999995,0
2,6,1000,5.8001819999999995,5.900178,0
2,6,1000,5.900178,6.000197,0
2,6,1000,6.000197,6.100178,0
2,6,1000,6.100178,6.200194,0
2,6,1000,6.200194,6.300167,0
2,6,1000,6.300167,6.400247,0
2,6,1000,6.400247,6.500236,0
2,6,1000,6.500236,6.600299,0
2,6,1000,6.600299,6.700182,0
2,6,1000,6.700182,6.800181,0
2,6,1000,6.800181,6.90022,0
2,6,1000,6.90022,7.000183,0
2,6,1000,7.000183,7.100256,0
2,6,1000,7.100256,7.200162,0
2,6,1000,7.200162,7.300152,0
2,6,1000,7.300152,7.400196,0
2,6,1000,7.400196,7.5002320000000005,0
2,6,1000,7.5002320000000005,7.600264,0
2,6,1000,7.600264,7.700251,0
2,6,1000,7.700251,7.800158,0
2,6,1000,7.800158,7.900192,0
2,6,1000,7.900192,8.000188,0
2,6,1000,8.000188,8.100191,0
2,6,1000,8.100191,8.200256,0
2,6,1000,8.200256,8.30022,0
2,6,1000,8.30022,8.400254,0
2,6,1000,8.400254,8.500108,28967091.9795672
2,6,1000,8.500108,8.600079000000001,352058589.73606443
2,6,1000,8.600079000000001,8.700076,454335555.0364662
2,6,1000,8.700076,8.800075,422077807.6416807
2,6,1000,8.800075,8.900026,391914281.8328612
2,6,1000,8.900026,9.000078,479207456.47334856
2,6,1000,9.000078,9.100134,568927480.3044766
2,6,1000,9.100134,9.200084,505792733.1106149
2,6,1000,9.200084,9.30008,432998437.6498212
2,6,1000,9.30008,9.400077,417738936.7375998
2,6,1000,9.400077,9.500088,541601551.6983657
2,6,1000,9.500088,9.60008,553324268.3398235
2,6,1000,9.60008,9.700083,558005678.6706119
2,6,1000,9.700083,9.800104,563278847.0661293
2,6,1000,9.800104,9.9001,558202805.1630225
2,6,1000,9.9001,10.000072,537148149.6204116
2,6,1000,10.000072,10.100093,569758766.4627936
2,6,1000,10.100093,10.200076,567603696.7992423
2,6,1000,10.200076,10.300087,589573555.4749465
2,6,1000,10.300087,10.400095,560901988.6935211
2,6,1000,10.400095,10.500081,586796060.5976006
2,6,1000,10.500081,10.600072,578941057.8130122
2,6,1000,10.600072,10.700071,534315726.52767074
2,6,1000,10.700071,10.80008,565875461.0709738
2,6,1000,10.80008,10.900074,571967779.1028346
2,6,1000,10.900074,11.000079,584550607.6196222
2,6,1000,11.000079,11.100075,563103481.1641706
2,6,1000,11.100075,11.200082,570945007.6360939
2,6,1000,11.200082,11.300083,550903291.6947376
2,6,1000,11.300083,11.400073,564718215.9476196
2,6,1000,11.400073,11.500078,559338108.4537678
2,6,1000,11.500078,11.600017,552194098.5942152
2,6,1000,11.600017,11.700072,561744471.1255795
2,6,1000,11.700072,11.800075,532081335.525575
2,6,1000,11.800075,11.900078,561562372.0899005
2,6,1000,11.900078,12.000081,557373377.6182939
2,6,1000,12.000081,12.1001,537132822.2358226
2,6,1000,12.1001,12.200081,532988934.521701
2,6,1000,12.200081,12.300072,501791075.2317042
2,6,1000,12.300072,12.400075,506789293.432856
2,6,1000,12.400075,12.500076,525452666.16737664
2,6,1000,12.500076,12.600079000000001,502047035.5404712
2,6,1000,12.600079000000001,12.700071,508030724.66000646
2,6,1000,12.700071,12.80007,493135476.0068251
2,6,1000,12.80007,12.900064,524857110.7300748
2,6,1000,12.900064,13.000071,643103478.2855613
2,6,1000,13.000071,13.100039,642800888.2720404
2,6,1000,13.100039,13.200072,625790288.5065367
2,6,1000,13.200072,13.30007,626009337.1895609
2,6,1000,13.30007,13.400032,599192792.1150599
2,6,1000,13.400032,13.500072,627800696.7604835
2,6,1000,13.500072,13.600013,611893495.0671555
2,6,1000,13.600013,13.700071,644039597.5815983
2,6,1000,13.700071,13.800074,581954081.0271552
2,6,1000,13.800074,13.900072,596842993.0705018
2,6,1000,13.900072,14.000071,558660289.2156179
2,6,1000,14.000071,14.100098,585370256.0159447
2,6,1000,14.100098,14.200056,590835015.5380703
2,6,1000,14.200056,14.300075,554597343.8945127
2,6,1000,14.300075,14.400071,537572540.0614156
2,6,1000,14.400071,14.500070000000001,553443597.2110578
2,6,1000,14.500070000000001,14.600035,549125001.0950851
2,6,1000,14.600035,14.700074,520354513.037018
2,6,1000,14.700074,14.800086,511485517.46671194
2,6,1000,14.800086,14.900016,525984171.63942146
2,6,1000,14.900016,15.000071,517269413.1529032
2,6,1000,15.000071,15.100071,529330872.11235535
2,6,1000,15.100071,15.20006,544566478.7445499
2,6,1000,15.20006,15.300072,569731009.7987525
2,6,1000,15.300072,15.400078,534594488.5673652
2,6,1000,15.400078,15.500082,454224699.8748847
2,6,1000,15.500082,15.600076,637337783.7073183
2,6,1000,15.600076,15.700078,621716216.5823358
2,6,1000,15.700078,15.800074,594562659.3650886
2,6,1000,15.800074,15.900075,560387996.8602136
2,6,1000,15.900075,16.000076,583467446.0962056
2,6,1000,16.000076,16.100075,586166483.4214802
2,6,1000,16.100075,16.200075,582919991.3138152
2,6,1000,16.200075,16.300073,579295761.6492792
2,6,1000,16.300073,16.400076,562431786.0368377
2,6,1000,16.400076,16.500076,563871351.5976621
2,6,1000,16.500076,16.600046,549492858.8362308
2,6,1000,16.600046,16.700081,544395078.7773465
2,6,1000,16.700081,16.800075,536713822.5688566
2,6,1000,16.800075,16.900077,564966630.5785071
2,6,1000,16.900077,17.000079,536038568.6322657
2,6,1000,17.000079,17.100083,535000346.8684696
2,6,1000,17.100083,17.200075,531665575.5505218
2,6,1000,17.200075,17.300075,506014072.45980275
2,6,1000,17.300075,17.400075,505460792.46804726
2,6,1000,17.400075,17.500019,492062420.5560445
2,6,1000,17.500019,17.600048,495121059.1023828
2,6,1000,17.600048,17.700076,468892066.60150784
2,6,1000,17.700076,17.800077,498263178.02634513
2,6,1000,17.800077,17.900074,486742927.6121362
2,6,1000,17.900074,18.00008,446786316.36181486
2,6,1000,18.00008,18.100079,478354848.66057146
2,6,1000,18.100079,18.200022,493728159.37899
2,6,1000,18.200022,18.300064,471907716.8102394
2,6,1000,18.300064,18.400016,464583011.9279958
2,6,1000,18.400016,18.500076,456498256.40966964
2,6,1000,18.500076,18.600118,463928028.31235987
2,6,1000,18.600118,18.700075,452224231.1668379
2,6,1000,18.700075,18.800074,454642612.2762074
2,6,1000,18.800074,18.90004,452499783.3190924
2,6,1000,18.90004,19.000079,477057477.94070977
2,6,1000,19.000079,19.100112,454725140.1963534
2,6,1000,19.100112,19.200076,457094792.8241968
2,6,1000,19.200076,19.300074,486105735.31765145
2,6,1000,19.300074,19.400074,455586553.21123135
2,6,1000,19.400074,19.500076,455024187.4986661
2,6,1000,19.500076,19.600083,466777576.840915
2,6,1000,19.600083,19.700076,446449180.6200536
2,6,1000,19.700076,19.800078,435975928.129693
2,6,1000,19.800078,19.900051,461243893.1481092
2,6,1000,19.900051,20.000046,445649792.90578794
3,6,1000,0,0.10007,103233017.20300007
3,6,1000,0.10007,0.20007,95954558.57016565
3,6,1000,0.20007,0.300082,94125347.85272774
3,6,1000,0.300082,0.400073,98729844.51235011
3,6,1000,0.400073,0.500085,94125347.85272774
3,6,1000,0.500085,0.600072,96994689.08942842
3,6,1000,0.600072,0.700073,96190718.21987024
3,6,1000,0.700073,0.800093,96804640.18672785
3,6,1000,0.800093,0.900077,96523286.00081985
3,6,1000,0.900077,1.000092,96493366.46894938
3,6,1000,1.000092,1.100074,96525213.68190384
3,6,1000,1.100074,1.200078,93974798.70388688
3,6,1000,1.200078,1.300071,98569781.91097856
3,6,1000,1.300071,1.4000810000000001,96972382.59758812
3,6,1000,1.4000810000000001,1.50007,96044167.75651446
3,6,1000,1.50007,1.60009,94433914.3046039
3,6,1000,1.60009,1.7000899999999999,96428798.56309892
3,6,1000,1.7000899999999999,1.8000720000000001,96446159.45284413
3,6,1000,1.8000720000000001,1.900075,96583985.7415705
3,6,1000,1.900075,2.000074,96745924.44820547
3,6,1000,2.000074,2.100087,96258203.78327172
3,6,1000,2.100087,2.200094,96184949.37612489
3,6,1000,2.200094,2.300083,96834654.73393433
3,6,1000,2.300083,2.4000719999999998,96202265.15199843
3,6,1000,2.4000719999999998,2.500072,96823998.55720998
3,6,1000,2.500072,2.600092,93880744.93210831
3,6,1000,2.600092,2.70007,99137970.42723936
3,6,1000,2.70007,2.8000730000000003,96504948.11003076
3,6,1000,2.8000730000000003,2.90009,96491432.87171812
3,6,1000,2.90009,3.000082,96515561.66327491
3,6,1000,3.000082,3.100098,96492403.25469401
3,6,1000,3.100098,3.200082,93914548.54133822
3,6,1000,3.200082,3.300082,96507838.56192113
3,6,1000,3.300082,3.400087,96503014.04861529
3,6,1000,3.400087,3.500072,96127055.7214281
3,6,1000,3.500072,3.600193,96785930.07086033
3,6,1000,3.600193,3.700081,96695181.58932477
3,6,1000,3.700081,3.800072,96437478.22663502
3,6,1000,3.800072,3.900089,96649485.99681512
3,6,1000,3.900089,4.000074,96364211.28653032
3,6,1000,4.000074,4.100069,96275531.70614573
3,6,1000,4.100069,4.200069,96744958.55838777
3,6,1000,4.200069,4.300068,96429761.29641394
3,6,1000,4.300068,4.400113,54829085.26844453
3,6,1000,4.400113,4.5001560000000005,0
3,6,1000,4.5001560000000005,4.600237,0
3,6,1000,4.600237,4.700228,0
3,6,1000,4.700228,4.800246,0
3,6,1000,4.800246,4.900218,0
3,6,1000,4.900218,5.000211,0
3,6,1000,5.000211,5.100161,0
3,6,1000,5.100161,5.20023,0
3,6,1000,5.20023,5.300231,0
3,6,1000,5.300231,5.400274,0
3,6,1000,5.400274,5.500209,0
3,6,1000,5.500209,5.600159,0
3,6,1000,5.600159,5.700216,0
3,6,1000,5.700216,5.800257,0
3,6,1000,5.800257,5.900266,0
3,6,1000,5.900266,6.000273,0
3,6,1000,6.000273,6.100147,0
3,6,1000,6.100147,6.20026,0
3,6,1000,6.20026,6.300216,0
3,6,1000,6.300216,6.400187,0
3,6,1000,6.400187,6.500168,0
3,6,1000,6.500168,6.600159,0
3,6,1000,6.600159,6.7002310000000005,0
3,6,1000,6.7002310000000005,6.8002780000000005,0
3,6,1000,6.8002780000000005,6.900165,0
3,6,1000,6.900165,7.000244,0
3,6,1000,7.000244,7.100167,0
3,6,1000,7.100167,7.200234,0
3,6,1000,7.200234,7.300219,0
3,6,1000,7.300219,7.400207,0
3,6,1000,7.400207,7.500142,0
3,6,1000,7.500142,7.600159,0
3,6,1000,7.600159,7.700191,0
3,6,1000,7.700191,7.800232,0
3,6,1000,7.800232,7.900238,0
3,6,1000,7.900238,8.000222,0
3,6,1000,8.000222,8.100209,0
3,6,1000,8.100209,8.200069,21241258.264963422
3,6,1000,8.200069,8.300067,333923167.5329191
3,6,1000,8.300067,8.400101,234431976.66930905
3,6,1000,8.400101,8.50008,284129432.00122213
3,6,1000,8.50008,8.600071,407725010.4040848
3,6,1000,8.600071,8.700066,390002851.7554377
3,6,1000,8.700066,8.800092,458786971.14307874
3,6,1000,8.800092,8.900076,420876310.12970096
3,6,1000,8.900076,9.000073,422560521.4378824
3,6,1000,9.000073,9.100071,531791770.27921283
3,6,1000,9.100071,9.200073,558327403.2465829
3,6,1000,9.200073,9.300068,605318572.9110543
3,6,1000,9.300068,9.400074,459115816.6895069
3,6,1000,9.400074,9.500076,542282603.8610992
3,6,1000,9.500076,9.600072,609897032.6590034
3,6,1000,9.600072,9.700097,574161110.1261598
3,6,1000,9.700097,9.80007,615887886.119947
3,6,1000,9.80007,9.900077,563357698.5645179
3,6,1000,9.900077,10.000074,583965045.3391461
3,6,1000,10.000074,10.100069,603579606.0001059
3,6,1000,10.100069,10.200069,634533110.5447198
3,6,1000,10.200069,10.300069,645282550.3845407
3,6,1000,10.300069,10.40007,626148619.3408481
3,6,1000,10.40007,10.500019,591204540.9195869
3,6,1000,10.500019,10.600068,592509690.9411573
3,6,1000,10.600068,10.700066,549576126.4493707
3,6,1000,10.700066,10.80007,610401488.9740273
3,6,1000,10.80007,10.90007,598332791.0841466
3,6,1000,10.90007,11.000069,591936460.9416754
3,6,1000,11.000069,11.10007,566315937.5886363
3,6,1000,11.10007,11.200071,577302387.738646
3,6,1000,11.200071,11.30009,559101768.0327269
3,6,1000,11.30009,11.400185,563257245.9345893
3,6,1000,11.400185,11.500043,529054612.92366666
3,6,1000,11.500043,11.600066,553863963.3547767
3,6,1000,11.600066,11.700069,528287529.2116671
3,6,1000,11.700069,11.800076,546286253.1534718
3,6,1000,11.800076,11.900066,547801964.7980129
3,6,1000,11.900066,12.000037,521024716.0295129
3,6,1000,12.000037,12.100067,548373101.627492
3,6,1000,12.100067,12.200067,526564472.1535779
3,6,1000,12.200067,12.300068,478029140.3399961
3,6,1000,12.300068,12.400086,492883750.6096304
3,6,1000,12.400086,12.500066,494256947.79289204
3,6,1000,12.500066,12.60006,492369720.29181266
3,6,1000,12.60006,12.700018,512631612.1163423
3,6,1000,12.700018,12.80007,464276660.35177535
3,6,1000,12.80007,12.900079,493481337.83898884
3,6,1000,12.900079,13.000068,487256172.88160914
3,6,1000,13.000068,13.100072,470664361.8853208
3,6,1000,13.100072,13.200016,492774179.1200118
3,6,1000,13.200016,13.300082,447624253.6637857
3,6,1000,13.300082,13.400074,482656854.6404231
3,6,1000,13.400074,13.500066,451275463.9931503
3,6,1000,13.500066,13.600099,456384432.6279995
3,6,1000,13.600099,13.700069,471298839.0680247
3,6,1000,13.700069,13.80007,457874141.86335933
3,6,1000,13.80007,13.900102,436082206.13333166
3,6,1000,13.900102,14.000086,475976007.3799642
3,6,1000,14.000086,14.100085,458120406.94591415
3,6,1000,14.100085,14.200087,449807651.7378685
3,6,1000,14.200087,14.300067,476627501.31851345
3,6,1000,14.300067,14.400069,463955529.0285166
3,6,1000,14.400069,14.500077,446540261.535634
3,6,1000,14.500077,14.600084,450259372.7163381
3,6,1000,14.600084,14.700072,446708651.27074564
3,6,1000,14.700072,14.800068,440033279.0063079
3,6,1000,14.800068,14.900093,444646926.3253374
3,6,1000,14.900093,15.000071,434262258.01979727
3,6,1000,15.000071,15.100066,443594650.19284886
3,6,1000,15.100066,15.200069,448854709.51422167
3,6,1000,15.200069,15.300074,437148378.95404685
3,6,1000,15.300074,15.400054,445479510.6866517
3,6,1000,15.400054,15.500072,438276940.9781963
3,6,1000,15.500072,15.600068,440902753.78070515
3,6,1000,15.600068,15.700082,438847676.36168873
3,6,1000,15.700082,15.800091,424643694.46010363
3,6,1000,15.800091,15.900092,429182908.7377941
3,6,1000,15.900092,16.000143,441450377.15436214
3,6,1000,16.000143,16.100069,447776784.4158033
3,6,1000,16.100069,16.200079,425350744.20555764
3,6,1000,16.200079,16.300066,440072888.4766488
3,6,1000,16.300066,16.40007,432805717.15936464
3,6,1000,16.40007,16.500077,437534823.1275492
3,6,1000,16.500077,16.600078,429973300.8349171
3,6,1000,16.600078,16.700084,427106536.9926141
3,6,1000,16.700084,16.800081,438131868.7486312
3,6,1000,16.800081,16.900073,405902873.98928475
3,6,1000,16.900073,17.000087,417430834.9617216
3,6,1000,17.000087,17.100072,420793024.34635013
3,6,1000,17.100072,17.20006,400780899.2997134
3,6,1000,17.20006,17.300028,491469904.2434198
3,6,1000,17.300028,17.400068,510315215.2499324
3,6,1000,17.400068,17.50007,504028008.28191656
3,6,1000,17.50007,17.600068,487212317.47935015
3,6,1000,17.600068,17.700067,476141706.59803087
3,6,1000,17.700067,17.800067,472026872.9662515
3,6,1000,17.800067,17.900075,487558738.65722585
